ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1010367,Jean-Bourdon avenue,avenue Martin ,avenue Wood ,107,Ahuntsic-Cartierville,2015-07-27,88,Excellent,4.43,Moyen
1010370,Jean-Bourdon avenue,rue Green Lane ,rue Camille ,126,Ahuntsic-Cartierville,2015-07-27,66,Bon,4.54,Moyen
1010371,Jean-Massé place,rue Jean-Massé ,rue Filion ,81,Ahuntsic-Cartierville,2015-07-28,28,Mauvais,4.64,Moyen
1010372,Jean-Massé rue,rue Jean-Massé ,rue de la Paix ,53,Ahuntsic-Cartierville,2015-07-27,22,Mauvais,5.54,Moyen
1010373,Jean-Massé rue,rue de la Paix ,rue de la Paix ,51,Ahuntsic-Cartierville,2015-07-27,18,Très mauvais,5.19,Moyen
1010374,Jean-Massé rue,rue Olivar-Asselin ,rue Duval ,50,Ahuntsic-Cartierville,2015-07-28,49,Moyen,4.49,Moyen
1010375,Jean-Massé rue,rue Duval ,rue Jauron ,136,Ahuntsic-Cartierville,2015-07-28,70,Bon,2.73,Bon
1010376,Jean-Massé rue,rue Jauron ,rue de Louisbourg ,68,Ahuntsic-Cartierville,2015-07-28,59,Moyen,4.6,Moyen
1010377,Jean-Massé rue,rue de Louisbourg ,rue Plouffe ,67,Ahuntsic-Cartierville,2015-07-28,11,Très mauvais,5.09,Moyen
1010378,Jean-Massé rue,rue Plouffe ,place Jean-Massé ,120,Ahuntsic-Cartierville,2015-07-28,33,Mauvais,6.11,Mauvais
1010379,Jean-Massé rue,place Jean-Massé ,rue Jean-Massé ,44,Ahuntsic-Cartierville,2015-07-28,12,Très mauvais,7.5,Mauvais
1010393,Joseph-Édouard-Samson avenue,boulevard Gouin Ouest ,avenue Joseph-Édouard-Samson ,163,Ahuntsic-Cartierville,2015-07-27,46,Moyen,5.14,Moyen
1010394,Joseph-Saucier avenue,avenue Jean-Bourdon ,boulevard Gouin Ouest ,224,Ahuntsic-Cartierville,2015-07-27,59,Moyen,3.74,Bon
1010395,Jules-Colas rue,rue Guertin ,rue Dépatie ,83,Ahuntsic-Cartierville,2015-07-27,56,Moyen,3.61,Bon
1010396,Jules-Colas rue,rue Dépatie ,rue Lavigne ,72,Ahuntsic-Cartierville,2015-07-27,13,Très mauvais,6.12,Mauvais
1010398,Lachapelle rue,rue Dulongpré ,rue De Salaberry ,39,Ahuntsic-Cartierville,2015-07-24,63,Moyen,3.52,Moyen
1010399,Lachapelle rue,rue De Salaberry ,rue Périnault ,161,Ahuntsic-Cartierville,2015-07-24,57,Mauvais,3.34,Moyen
1010400,Lachapelle rue,rue Périnault ,rue Legault ,159,Ahuntsic-Cartierville,2015-07-24,61,Moyen,3.65,Moyen
1010401,Lachapelle rue,rue Legault ,rue Ranger ,105,Ahuntsic-Cartierville,2015-07-24,55,Mauvais,3.96,Moyen
1010403,Lachapelle rue,rue Émile-Nelligan ,rue De Mésy ,83,Ahuntsic-Cartierville,2015-07-24,62,Moyen,4.1,Moyen
1010404,Lachapelle rue,rue De Mésy ,rue Chevalier ,198,Ahuntsic-Cartierville,2015-07-24,71,Moyen,2.89,Moyen
1010405,Lachapelle rue,rue Chevalier ,boulevard Gouin Ouest ,69,Ahuntsic-Cartierville,2015-07-24,52,Mauvais,4.97,Mauvais
1010406,Lachapelle rue,boulevard Gouin Ouest ,rue du Bocage ,128,Ahuntsic-Cartierville,2015-07-24,47,Mauvais,4.21,Moyen
1010407,Lachapelle rue,rue du Bocage ,rue du Bocage ,40,Ahuntsic-Cartierville,2015-07-24,66,Moyen,2.32,Bon
1010408,Lachapelle rue,rue du Bocage ,rue de L'Abord-à-Plouffe ,112,Ahuntsic-Cartierville,2015-07-24,65,Moyen,3.32,Moyen
1010409,De Lamotte rue,rue De Tracy ,rue De Meulles ,261,Ahuntsic-Cartierville,2015-07-24,59,Moyen,3.32,Bon
1010413,Laurentien boulevard,boulevard Laurentien ,rue De Pontgravé ,79,Ahuntsic-Cartierville,2015-07-24,20,Très mauvais,6.04,Très mauvais
1010415,Laurentien boulevard,rue De Pontgravé ,rue De Salaberry ,39,Ahuntsic-Cartierville,2015-07-24,74,Moyen,7.86,Très mauvais
1010416,Laurentien boulevard,rue De Salaberry ,rue Périnault ,132,Ahuntsic-Cartierville,2015-07-24,85,Bon,4.45,Moyen
1010417,Laurentien boulevard,rue Périnault ,rue Émile-Nelligan ,173,Ahuntsic-Cartierville,2015-07-24,74,Moyen,3.26,Moyen
1010419,Laurentien boulevard,rue Émile-Nelligan ,boulevard Gouin Ouest ,87,Ahuntsic-Cartierville,2015-07-24,91,Excellent,3,Moyen
1010420,Laurentien boulevard,boulevard Gouin Ouest ,rue Vanier ,108,Ahuntsic-Cartierville,2015-07-24,41,Mauvais,3.68,Moyen
1010421,Laurentien boulevard,rue Vanier ,rue du Bocage ,65,Ahuntsic-Cartierville,2015-07-24,44,Mauvais,3.06,Moyen
1010422,Laurentien boulevard,rue du Bocage ,pont Lachapelle ,74,Ahuntsic-Cartierville,2015-07-24,32,Très mauvais,3.93,Moyen
1010424,Laurin rue,rue Cousineau ,chemin de Somerset ,107,Ahuntsic-Cartierville,2015-07-27,46,Moyen,3.78,Bon
1010425,Lavigne rue,rue Lavigne ,rue Dudemaine ,224,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,5.29,Moyen
1010426,Lavigne rue,rue Dudemaine ,rue de Louisbourg ,324,Ahuntsic-Cartierville,2015-07-27,47,Moyen,4.17,Moyen
1010427,Lavigne rue,rue de Louisbourg ,rue De Salaberry ,323,Ahuntsic-Cartierville,2015-07-27,32,Mauvais,5.66,Moyen
1010428,Lavigne rue,rue De Salaberry ,rue Forbes ,302,Ahuntsic-Cartierville,2015-07-27,47,Moyen,4.27,Moyen
1010429,Lavigne rue,rue Jules-Colas ,boulevard Gouin Ouest ,206,Ahuntsic-Cartierville,2015-07-27,43,Moyen,5.21,Moyen
1010430,Legault rue,rue Grenet ,rue Ranger ,80,Ahuntsic-Cartierville,2015-07-27,81,Excellent,3.45,Bon
1010431,Legault rue,rue Ranger ,rue Lachapelle ,84,Ahuntsic-Cartierville,2015-07-27,83,Excellent,3.75,Bon
1010432,LeMesurier avenue,avenue Henri-Beau ,avenue Jean-Bourdon ,210,Ahuntsic-Cartierville,2015-07-27,15,Très mauvais,6.09,Mauvais
1010434,LeMesurier avenue,avenue Jean-Bourdon ,boulevard Gouin Ouest ,72,Ahuntsic-Cartierville,2015-07-27,100,Excellent,3.19,Bon
1010435,Léon-Trépanier avenue,avenue Paul-Contant ,chemin du Golf ,85,Ahuntsic-Cartierville,2015-07-27,62,Bon,3.71,Bon
1010436,Léon-Trépanier avenue,chemin du Golf ,avenue Jean-Bouillet ,296,Ahuntsic-Cartierville,2015-07-27,31,Mauvais,5.1,Moyen
1010441,Léon-Trépanier avenue,avenue Jean-Bouillet ,avenue Louis-Jadon ,75,Ahuntsic-Cartierville,2015-07-27,58,Moyen,3.41,Bon
1010442,Léon-Trépanier avenue,avenue Louis-Jadon ,avenue Longtin ,74,Ahuntsic-Cartierville,2015-07-27,47,Moyen,3.7,Bon
1010443,Léon-Trépanier avenue,avenue Longtin ,avenue Alfred-De Vigny ,79,Ahuntsic-Cartierville,2015-07-27,48,Moyen,3.63,Bon
1010444,Léon-Trépanier avenue,avenue Alfred-De Vigny ,rue Jasmin ,59,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,3.86,Bon
1010451,Longtin avenue,avenue Léon-Trépanier ,avenue Alfred-De Vigny ,112,Ahuntsic-Cartierville,2015-07-27,14,Très mauvais,4.66,Moyen
1010455,Louis-Jadon avenue,avenue Léon-Trépanier ,avenue Alfred-De Vigny ,113,Ahuntsic-Cartierville,2015-07-27,18,Très mauvais,4.49,Moyen
1010456,Louis-Jadon avenue,avenue Alfred-De Vigny ,rue Métivier ,42,Ahuntsic-Cartierville,2015-07-27,17,Très mauvais,5.1,Moyen
1010457,Louis-Jadon avenue,rue Métivier ,avenue Thomas-Aubert ,87,Ahuntsic-Cartierville,2015-07-27,27,Mauvais,6.01,Mauvais
1010458,Louis-Jadon avenue,avenue Thomas-Aubert ,avenue Jean-Bourdon ,79,Ahuntsic-Cartierville,2015-07-27,10,Très mauvais,6.9,Mauvais
1010465,de Louisbourg rue,rue Luc-Rochefort ,rue de Louisbourg ,52,Ahuntsic-Cartierville,2015-07-27,16,Très mauvais,3.77,Bon
1010466,de Louisbourg rue,rue Jean-Massé ,rue Filion ,81,Ahuntsic-Cartierville,2015-07-27,26,Mauvais,5.79,Moyen
1010467,de Louisbourg rue,rue Filion ,rue Guertin ,79,Ahuntsic-Cartierville,2015-07-27,32,Mauvais,4.56,Moyen
1010468,de Louisbourg rue,rue Guertin ,rue Dépatie ,79,Ahuntsic-Cartierville,2015-07-27,30,Mauvais,4.55,Moyen
1010469,de Louisbourg rue,rue Dépatie ,rue Lavigne ,72,Ahuntsic-Cartierville,2015-07-27,32,Mauvais,4.25,Moyen
1010470,de Louisbourg rue,rue Lavigne ,boulevard O'Brien ,78,Ahuntsic-Cartierville,2015-07-27,30,Mauvais,5.59,Moyen
1010471,de Louisbourg rue,boulevard O'Brien ,boulevard Saint-Germain ,80,Ahuntsic-Cartierville,2015-07-27,36,Mauvais,3.23,Bon
1010472,de Louisbourg rue,boulevard Saint-Germain ,rue Saint-Évariste ,73,Ahuntsic-Cartierville,2015-07-27,59,Moyen,2.51,Bon
1010473,de Louisbourg rue,rue Saint-Évariste ,rue De Tracy ,67,Ahuntsic-Cartierville,2015-07-27,40,Mauvais,4.6,Moyen
1010474,de Louisbourg rue,rue De Tracy ,rue De Meulles ,263,Ahuntsic-Cartierville,2015-07-27,48,Moyen,4.62,Moyen
1010476,de Louisbourg rue,rue De Meulles ,rue Michel-Sarrazin ,71,Ahuntsic-Cartierville,2015-07-27,40,Mauvais,3.26,Bon
1010478,de Louisbourg rue,rue du Général-Giraud ,rue Grenet ,73,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,7.24,Mauvais
1010479,de Louisbourg rue,rue Grenet ,rue Ranger ,87,Ahuntsic-Cartierville,2015-07-27,40,Mauvais,6.94,Mauvais
1010480,de Louisbourg rue,rue Ranger ,boulevard Laurentien ,77,Ahuntsic-Cartierville,2015-07-27,24,Très mauvais,9.22,Très mauvais
1010484,Luc-Rochefort rue,rue Jauron ,rue de Louisbourg ,80,Ahuntsic-Cartierville,2015-07-28,18,Très mauvais,4.9,Moyen
1010485,Luc-Rochefort rue,rue de Louisbourg ,rue Plouffe ,79,Ahuntsic-Cartierville,2015-07-28,26,Mauvais,4.25,Moyen
1010486,Maple rue,rue Hervé ,avenue Wood ,85,Ahuntsic-Cartierville,2015-07-27,51,Moyen,4.5,Moyen
1010487,Marsan rue,rue De Salaberry ,rue Daigle ,76,Ahuntsic-Cartierville,2015-07-27,67,Bon,4.99,Moyen
1010488,Marsan rue,rue Daigle ,rue Forbes ,224,Ahuntsic-Cartierville,2015-07-27,49,Moyen,4.23,Moyen
1010489,Martin avenue,avenue Jean-Bourdon ,boulevard Gouin Ouest ,118,Ahuntsic-Cartierville,2015-07-27,22,Mauvais,8.81,Très mauvais
1010490,Martin avenue,avenue Martin ,avenue Jean-Bourdon ,227,Ahuntsic-Cartierville,2015-07-27,29,Mauvais,8.04,Très mauvais
1010491,De Mésy rue,rue Grenet ,rue Ranger ,87,Ahuntsic-Cartierville,2015-07-24,15,Très mauvais,5.87,Mauvais
1010492,De Mésy rue,rue Ranger ,rue Lachapelle ,77,Ahuntsic-Cartierville,2015-07-24,9,Très mauvais,6.16,Mauvais
1010493,Métivier rue,avenue Paul-Contant ,chemin du Golf ,87,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,7.27,Mauvais
1010494,Métivier rue,chemin du Golf ,place Métivier ,96,Ahuntsic-Cartierville,2015-07-27,16,Très mauvais,6.56,Mauvais
1010496,Métivier rue,place Métivier ,avenue Jean-Bouillet ,121,Ahuntsic-Cartierville,2015-07-27,17,Très mauvais,4.88,Moyen
1010497,Métivier rue,avenue Jean-Bouillet ,avenue Louis-Jadon ,73,Ahuntsic-Cartierville,2015-07-27,42,Moyen,5.96,Moyen
1010498,Métivier rue,avenue Louis-Jadon ,avenue Louis-Jadon ,91,Ahuntsic-Cartierville,2015-07-27,19,Très mauvais,5.12,Moyen
1010500,Métivier rue,avenue Louis-Jadon ,rue Jasmin ,174,Ahuntsic-Cartierville,2015-07-27,32,Mauvais,4.41,Moyen
1010504,De Meulles rue,avenue Robert-Giffard ,rue de Louisbourg ,357,Ahuntsic-Cartierville,2015-07-24,90,Excellent,3.28,Bon
1010506,De Meulles rue,rue de Louisbourg ,rue De Lamotte ,220,Ahuntsic-Cartierville,2015-07-24,64,Bon,2.61,Bon
1010508,De Meulles rue,rue De Lamotte ,rue De Salaberry ,100,Ahuntsic-Cartierville,2015-07-24,56,Moyen,4.24,Moyen
1010509,Michel-Sarrazin rue,rue Dudemaine ,rue de Louisbourg ,279,Ahuntsic-Cartierville,2015-07-24,22,Mauvais,6.93,Mauvais
1010510,Michel-Sarrazin rue,rue de Louisbourg ,rue Grenet ,358,Ahuntsic-Cartierville,2015-07-24,22,Mauvais,5.63,Moyen
1010514,de la Miséricorde avenue,boulevard Gouin Ouest ,rue du Bocage ,187,Ahuntsic-Cartierville,2015-07-24,39,Mauvais,4.52,Moyen
1010521,Notre-Dame-des-Anges rue,boulevard Gouin Ouest ,rue du Bocage ,245,Ahuntsic-Cartierville,2015-07-24,41,Moyen,4.56,Moyen
1010522,Notre-Dame-des-Anges rue,rue du Bocage ,rue Notre-Dame-des-Anges ,179,Ahuntsic-Cartierville,2015-07-24,46,Moyen,4.91,Moyen
1010523,O'Brien boulevard,avenue O'Brien ,rue Dudemaine ,240,Ahuntsic-Cartierville,2015-07-27,32,Mauvais,4.88,Moyen
1010524,O'Brien boulevard,rue Dudemaine ,rue de Louisbourg ,323,Ahuntsic-Cartierville,2015-07-27,46,Mauvais,4.46,Moyen
1010525,O'Brien boulevard,rue de Louisbourg ,rue De Salaberry ,324,Ahuntsic-Cartierville,2015-07-27,42,Mauvais,4.13,Moyen
1010526,O'Brien boulevard,rue De Salaberry ,rue Forbes ,327,Ahuntsic-Cartierville,2015-07-27,54,Moyen,3.2,Bon
1010527,O'Brien boulevard,rue Forbes ,boulevard Gouin Ouest ,360,Ahuntsic-Cartierville,2015-07-27,50,Mauvais,4.05,Moyen
1010531,Olivar-Asselin rue,rue Olivar-Asselin ,avenue Élie-Blanchard ,34,Ahuntsic-Cartierville,2015-07-28,32,Mauvais,6.12,Mauvais
1010533,Olivier rue,boulevard Gouin Ouest ,rue Olivier ,235,Ahuntsic-Cartierville,2015-07-27,65,Bon,4.26,Moyen
1010537,de la Paix rue,rue Jean-Massé ,rue Filion ,79,Ahuntsic-Cartierville,2015-07-27,12,Très mauvais,5.81,Moyen
1010538,Paul-Morand rue,avenue Antoine-Berthelet ,avenue Adhémar-Mailhiot ,77,Ahuntsic-Cartierville,2015-07-27,47,Moyen,4.96,Moyen
1010539,Paul-Morand rue,avenue Adhémar-Mailhiot ,avenue Wilfrid-Lazure ,63,Ahuntsic-Cartierville,2015-07-27,68,Bon,4.68,Moyen
1010540,Paul-Contant avenue,rue Paul-Contant ,avenue Léon-Trépanier ,38,Ahuntsic-Cartierville,2015-07-27,69,Bon,6.12,Mauvais
1010541,Paul-Contant avenue,avenue Léon-Trépanier ,rue Métivier ,82,Ahuntsic-Cartierville,2015-07-27,68,Bon,4.04,Moyen
1010542,Périnault rue,rue Lachapelle ,boulevard Laurentien ,113,Ahuntsic-Cartierville,2015-07-27,16,Très mauvais,8.88,Très mauvais
1010544,Philippe-Rottot avenue,boulevard Toupin ,avenue Albert-Prévost ,166,Ahuntsic-Cartierville,2015-07-27,58,Moyen,6.94,Mauvais
1010546,Plouffe rue,rue Luc-Rochefort ,rue Jean-Massé ,150,Ahuntsic-Cartierville,2015-07-28,43,Moyen,4.82,Moyen
1010547,Leblanc avenue,boulevard Gouin Ouest ,avenue Leblanc ,92,Ahuntsic-Cartierville,2015-07-27,50,Moyen,5.14,Moyen
1010549,pont Lachapelle,boulevard Laurentien ,pont Lachapelle ,307,Ahuntsic-Cartierville,2015-07-24,81,Bon,3.14,Moyen
1010551,De Pontgravé rue,boulevard Laurentien ,rue De Pontgravé ,159,Ahuntsic-Cartierville,2015-07-20,67,Bon,6.29,Mauvais
1010589,De Salaberry rue,autoroute 15 ,rue Marsan ,119,Ahuntsic-Cartierville,2015-07-20,65,Moyen,3.77,Moyen
1010597,Ranger rue,rue Grenet ,rue de Louisbourg ,237,Ahuntsic-Cartierville,2015-07-24,24,Mauvais,8.93,Très mauvais
1010599,Ranger rue,rue De Salaberry ,rue Legault ,320,Ahuntsic-Cartierville,2015-07-27,95,Excellent,2.66,Bon
1010600,Ranger rue,rue Lachapelle ,rue De Mésy ,170,Ahuntsic-Cartierville,2015-07-24,65,Bon,5.58,Moyen
1010602,Ranger rue,rue De Mésy ,boulevard Gouin Ouest ,273,Ahuntsic-Cartierville,2015-07-24,61,Moyen,4.12,Moyen
1010603,Ranger rue,boulevard Gouin Ouest ,rue du Bocage ,103,Ahuntsic-Cartierville,2015-07-24,39,Mauvais,7.44,Mauvais
1010604,Ranger rue,rue du Bocage ,avenue de Rivoli ,258,Ahuntsic-Cartierville,2015-07-24,51,Moyen,5.4,Moyen
1010605,Ranger rue,avenue de Rivoli ,rue Ranger ,21,Ahuntsic-Cartierville,2015-07-24,42,Moyen,12.58,Très mauvais
1010606,de Rivoli avenue,rue du Bocage ,rue Odette-Oligny ,84,Ahuntsic-Cartierville,2015-07-24,39,Mauvais,4.47,Moyen
1010607,de Rivoli avenue,rue Odette-Oligny ,rue Ranger ,148,Ahuntsic-Cartierville,2015-07-24,38,Mauvais,4.1,Moyen
1010608,de Rivoli avenue,rue Odette-Oligny ,rue Ranger ,104,Ahuntsic-Cartierville,2015-07-24,20,Très mauvais,5.87,Moyen
1010609,Robert-Giffard avenue,rue Dudemaine ,rue De Tracy ,78,Ahuntsic-Cartierville,2015-07-24,15,Très mauvais,6.88,Mauvais
1010610,Robert-Giffard avenue,rue De Tracy ,place D'Argenteuil ,67,Ahuntsic-Cartierville,2015-07-24,22,Mauvais,5.25,Moyen
1010611,Robert-Giffard avenue,place D'Argenteuil ,place D'Argenteuil ,108,Ahuntsic-Cartierville,2015-07-24,35,Mauvais,4.6,Moyen
1010612,du Ruisseau avenue,boulevard Gouin Ouest ,avenue Oakridge ,168,Ahuntsic-Cartierville,2015-07-27,35,Mauvais,6.45,Mauvais
1010616,De Salaberry rue,rue De Salaberry ,autoroute 15 ,152,Ahuntsic-Cartierville,2015-07-20,36,Très mauvais,4.97,Mauvais
1010617,De Salaberry rue,rue De Salaberry ,rue Marsan ,47,Ahuntsic-Cartierville,2015-07-20,53,Mauvais,5.08,Mauvais
1010618,De Salaberry rue,rue Marsan ,rue Filion ,53,Ahuntsic-Cartierville,2015-07-20,69,Moyen,3.28,Moyen
1010619,De Salaberry rue,rue Filion ,rue Guertin ,76,Ahuntsic-Cartierville,2015-07-20,88,Bon,3.81,Moyen
1010620,De Salaberry rue,rue Guertin ,rue Dépatie ,80,Ahuntsic-Cartierville,2015-07-20,87,Bon,3.44,Moyen
1010621,De Salaberry rue,rue Dépatie ,rue Lavigne ,74,Ahuntsic-Cartierville,2015-07-20,74,Moyen,3.91,Moyen
1010622,De Salaberry rue,rue Lavigne ,boulevard O'Brien ,78,Ahuntsic-Cartierville,2015-07-20,75,Moyen,3.36,Moyen
1010623,De Salaberry rue,boulevard O'Brien ,boulevard Saint-Germain ,77,Ahuntsic-Cartierville,2015-07-20,82,Bon,3.91,Moyen
1010624,De Salaberry rue,boulevard Saint-Germain ,rue Saint-Évariste ,71,Ahuntsic-Cartierville,2015-07-20,69,Moyen,3.33,Moyen
1010625,De Salaberry rue,rue Saint-Évariste ,rue De Tracy ,67,Ahuntsic-Cartierville,2015-07-20,85,Bon,3.55,Moyen
1010626,De Salaberry rue,rue De Tracy ,rue De Meulles ,262,Ahuntsic-Cartierville,2015-07-20,90,Bon,2.63,Moyen
1010627,De Salaberry rue,rue De Meulles ,rue Grenet ,225,Ahuntsic-Cartierville,2015-07-20,88,Bon,3.17,Moyen
1010630,De Salaberry rue,rue Grenet ,rue Ranger ,83,Ahuntsic-Cartierville,2015-07-20,87,Bon,3.87,Moyen
1010631,De Salaberry rue,rue Ranger ,rue Lachapelle ,85,Ahuntsic-Cartierville,2015-07-20,59,Mauvais,5.26,Mauvais
1010632,De Salaberry rue,rue Lachapelle ,boulevard Laurentien ,43,Ahuntsic-Cartierville,2015-07-20,33,Très mauvais,6.68,Très mauvais
1010634,De Serres rue,rue Grenet ,boulevard Gouin Ouest ,215,Ahuntsic-Cartierville,2015-07-24,21,Très mauvais,5.31,Moyen
1010635,De Serres rue,boulevard Gouin Ouest ,rue du Bocage ,178,Ahuntsic-Cartierville,2015-07-24,50,Moyen,5.51,Moyen
1010636,De Serres rue,rue du Bocage ,terrasse De Serres ,259,Ahuntsic-Cartierville,2015-07-24,57,Moyen,5.47,Moyen
1010637,De Serres rue,terrasse De Serres ,rue De Serres ,41,Ahuntsic-Cartierville,2015-07-24,63,Bon,5.76,Moyen
1010638,De Serres terrasse,rue De Serres ,rue Grenet ,87,Ahuntsic-Cartierville,2015-07-24,7,Très mauvais,7.59,Mauvais
1010639,de Somerset chemin,rue Somerset ,rue Laurin ,23,Ahuntsic-Cartierville,2015-07-27,29,Mauvais,8.97,Très mauvais
1010640,de Somerset chemin,rue Laurin ,chemin Bruton ,179,Ahuntsic-Cartierville,2015-07-27,27,Mauvais,5.99,Moyen
1010642,de Somerset chemin,chemin Bruton ,boulevard Gouin Ouest ,173,Ahuntsic-Cartierville,2015-07-27,28,Mauvais,6.42,Mauvais
1010646,Saint-Évariste rue,rue Dudemaine ,rue de Louisbourg ,325,Ahuntsic-Cartierville,2015-07-27,28,Mauvais,4.44,Moyen
1010647,Saint-Évariste rue,rue de Louisbourg ,rue De Salaberry ,323,Ahuntsic-Cartierville,2015-07-27,30,Mauvais,6.41,Mauvais
1010648,Saint-Évariste rue,rue De Salaberry ,rue Forbes ,326,Ahuntsic-Cartierville,2015-07-27,35,Mauvais,6.16,Mauvais
1010649,Saint-Évariste rue,rue Forbes ,boulevard Gouin Ouest ,361,Ahuntsic-Cartierville,2015-07-27,60,Moyen,4.8,Moyen
1010651,Saint-Germain boulevard,rue Dudemaine ,rue de Louisbourg ,324,Ahuntsic-Cartierville,2015-07-27,27,Mauvais,6.06,Mauvais
1010652,Saint-Germain boulevard,rue de Louisbourg ,rue De Salaberry ,322,Ahuntsic-Cartierville,2015-07-27,16,Très mauvais,5.43,Moyen
1010653,Saint-Germain boulevard,rue De Salaberry ,rue Forbes ,326,Ahuntsic-Cartierville,2015-07-27,22,Mauvais,5.56,Moyen
1010654,Saint-Germain boulevard,rue Forbes ,boulevard Gouin Ouest ,364,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,6.05,Mauvais
1010655,Saint-Germain place,boulevard Gouin Ouest ,place Saint-Germain ,96,Ahuntsic-Cartierville,2015-07-27,30,Mauvais,6.14,Mauvais
1010656,Sainte-Odile rue,rue Guertin ,rue Dépatie ,81,Ahuntsic-Cartierville,2015-07-27,15,Très mauvais,5.5,Moyen
1010659,Thomas-Aubert avenue,avenue Jean-Bouillet ,avenue Louis-Jadon ,181,Ahuntsic-Cartierville,2015-07-27,13,Très mauvais,5.85,Moyen
1010660,Toupin boulevard,boulevard Gouin Ouest ,avenue Albert-LeSage ,79,Ahuntsic-Cartierville,2015-07-27,37,Mauvais,8.1,Très mauvais
1010661,Toupin boulevard,avenue Albert-LeSage ,rue de Beauséjour ,52,Ahuntsic-Cartierville,2015-07-27,59,Moyen,5.4,Moyen
1010663,Toupin boulevard,avenue Philippe-Rottot ,avenue Henri-Béland ,39,Ahuntsic-Cartierville,2015-07-27,49,Moyen,6.07,Mauvais
1010665,Toupin boulevard,boulevard Toupin ,avenue Jean-Bourdon ,34,Ahuntsic-Cartierville,2015-07-27,69,Moyen,5.84,Mauvais
1010666,Toupin boulevard,avenue Jean-Bourdon ,rue De Bécancour ,77,Ahuntsic-Cartierville,2015-07-27,83,Bon,3.92,Moyen
1010667,Toupin boulevard,rue De Bécancour ,rue De Villebon ,77,Ahuntsic-Cartierville,2015-07-27,69,Moyen,5.85,Mauvais
1010668,Toupin boulevard,rue De Villebon ,boulevard Gouin Ouest ,91,Ahuntsic-Cartierville,2015-07-27,80,Bon,4.07,Moyen
1010669,De Tracy rue,avenue Robert-Giffard ,rue de Louisbourg ,382,Ahuntsic-Cartierville,2015-07-24,52,Moyen,4.25,Moyen
1010671,De Tracy rue,rue de Louisbourg ,rue De Lamotte ,219,Ahuntsic-Cartierville,2015-07-24,44,Moyen,3.61,Bon
1010672,De Tracy rue,rue De Lamotte ,rue De Salaberry ,100,Ahuntsic-Cartierville,2015-07-24,44,Moyen,4.14,Moyen
1010673,Vanier rue,rue Vanier ,boulevard Laurentien ,92,Ahuntsic-Cartierville,2015-07-27,25,Mauvais,6.67,Mauvais
1010683,De Villebon rue,rue de Beauséjour ,rue La Corne ,99,Ahuntsic-Cartierville,2015-07-27,52,Moyen,4.21,Moyen
1010684,De Villebon rue,boulevard Toupin ,avenue Albert-Prévost ,197,Ahuntsic-Cartierville,2015-07-27,48,Moyen,5.87,Moyen
1010685,Wilfrid-Lazure avenue,avenue Jean-Bourdon ,rue Paul-Morand ,80,Ahuntsic-Cartierville,2015-07-27,53,Moyen,5.55,Moyen
1010686,Wilfrid-Lazure avenue,rue Paul-Morand ,boulevard Gouin Ouest ,137,Ahuntsic-Cartierville,2015-07-27,52,Moyen,4.23,Moyen
1010687,Wood avenue,rue Maple ,avenue Jean-Bourdon ,273,Ahuntsic-Cartierville,2015-07-27,31,Mauvais,6.68,Mauvais
1010688,Wood avenue,avenue Jean-Bourdon ,boulevard Gouin Ouest ,94,Ahuntsic-Cartierville,2015-07-27,39,Mauvais,9.79,Très mauvais
1010692,Odette-Oligny rue,avenue de Rivoli ,rue Lachapelle ,130,Ahuntsic-Cartierville,2015-07-24,49,Moyen,4.46,Moyen
1010693,Odette-Oligny rue,avenue de Rivoli ,rue Lachapelle ,175,Ahuntsic-Cartierville,2015-07-24,71,Bon,4.1,Moyen
1010699,du Beau-Bois croissant,avenue du Beau-Bois ,avenue du Beau-Bois ,342,Ahuntsic-Cartierville,2015-07-27,61,Bon,4.32,Moyen
1010711,Cousineau rue,boulevard Gouin Ouest ,rue Lachapelle ,371,Ahuntsic-Cartierville,2015-07-27,33,Mauvais,6.57,Mauvais
1010712,de L'Abord-à-Plouffe rue,pont Lachapelle ,rue Lachapelle ,139,Ahuntsic-Cartierville,2015-07-27,13,Très mauvais,6.92,Mauvais
1010713,Lachapelle rue,rue de L'Abord-à-Plouffe ,rue Cousineau ,45,Ahuntsic-Cartierville,2015-07-27,31,Mauvais,8.32,Très mauvais
1010714,Grenet rue,rue Ranger ,rue Grenet ,100,Ahuntsic-Cartierville,2015-07-27,17,Très mauvais,8.62,Très mauvais
1010715,de L'Abord-à-Plouffe rue,rue Lachapelle ,pont Lachapelle ,36,Ahuntsic-Cartierville,2015-07-24,34,Très mauvais,7.42,Très mauvais
1010719,Élie-Blanchard avenue,rue Nadon ,rue Dudemaine ,67,Ahuntsic-Cartierville,2015-07-28,71,Bon,5.2,Moyen
1011000,Jean-Massé place,rue Jean-Massé ,place Jean-Massé ,67,Ahuntsic-Cartierville,2015-07-28,42,Moyen,6.44,Mauvais
